GeoFips,GeoName,Income
51933,Montgomery VA*,45379
51125,Nelson VA,64673
51127,New Kent VA,102849
51700,Newport News (Independent City) VA,46873
51710,Norfolk (Independent City) VA,47898
51131,Northampton VA,64220
51133,Northumberland VA,61421
51955,Norton VA*,41103
51135,Nottoway VA,44913
51137,Orange VA,58942
51139,Page VA,49085
51141,Patrick VA,40272
51918,Petersburg VA*,45870
51939,Pittsylvania VA*,44986
51958,Poquoson VA*,67917
51740,Portsmouth (Independent City) VA,46025
51145,Powhatan VA,67908
51147,Prince Edward VA,39525
51941,Prince George VA*,39733
51942,Prince William VA*,63701
51155,Pulaski VA,48108
51933,Radford VA*,45379
51157,Rappahannock VA,79425
51159,Richmond VA,42685
51760,Richmond (Independent City) VA,71174
51944,Roanoke VA*,59109
51770,Roanoke (Independent City) VA,50807
51945,Rockbridge VA*,48356
51947,Rockingham VA*,51466
51167,Russell VA,40218
51944,Salem VA*,59109
51169,Scott VA,39605
51171,Shenandoah VA,56745
51173,Smyth VA,44461
51949,Southampton VA*,50266
51951,Spotsylvania VA*,62617
51179,Stafford VA,65233
51907,Staunton VA*,52910
51800,Suffolk (Independent City) VA,60770
51181,Surry VA,52428
51183,Sussex VA,37755
51185,Tazewell VA,43986
51810,Virginia Beach (Independent City) VA,65986
51187,Warren VA,56144
51953,Washington VA*,46706
51907,Waynesboro VA*,52910
51193,Westmoreland VA,50626
51931,Williamsburg VA*,75891
51921,Winchester VA*,62259
51955,Wise VA*,41103
51197,Wythe VA,44566
51958,York VA*,67917
50001,Addison VT,62065
50003,Bennington VT,60136
50005,Caledonia VT,50508
50007,Chittenden VT,70571
50009,Essex VT,45397
50011,Franklin VT,55989
50013,Grand Isle VT,71245
50015,Lamoille VT,64041
50017,Orange VT,56029
50019,Orleans VT,53215
50021,Rutland VT,58596
50023,Washington VT,69232
50025,Windham VT,56923
50027,Windsor VT,67971
44001,Bristol RI,88954
44003,Kent RI,67068
44005,Newport RI,84484
44007,Providence RI,54527
44009,Washington RI,81104
42001,Adams PA,55597
42003,Allegheny PA,70837
42005,Armstrong PA,54352
42007,Beaver PA,54812
42009,Bedford PA,49468
42011,Berks PA,58199
42013,Blair PA,55101
42015,Bradford PA,48206
42017,Bucks PA,86770
42019,Butler PA,69129
42021,Cambria PA,47971
42023,Cameron PA,50557
42025,Carbon PA,58626
42027,Centre PA,54686
42029,Chester PA,101051
42031,Clarion PA,46458
42033,Clearfield PA,52265
42035,Clinton PA,45878
42037,Columbia PA,49854
42039,Crawford PA,47732
42041,Cumberland PA,65105
42043,Dauphin PA,57717
42045,Delaware PA,78228
42047,Elk PA,50208
42049,Erie PA,51396
42051,Fayette PA,48259
42053,Forest PA,28009
42055,Franklin PA,55212
42057,Fulton PA,48013
42059,Greene PA,49645
42061,Huntingdon PA,45049
42063,Indiana PA,45599
42065,Jefferson PA,47629
42067,Juniata PA,56651
42069,Lackawanna PA,54607
42071,Lancaster PA,63044
42073,Lawrence PA,50674
42075,Lebanon PA,56207
42077,Lehigh PA,62879
42079,Luzerne PA,50618
42081,Lycoming PA,49869
42083,McKean PA,48797
42085,Mercer PA,47857
42087,Mifflin PA,46121
42089,Monroe PA,52643
42091,Montgomery PA,93666
42093,Montour PA,66122
42095,Northampton PA,63828
42097,Northumberland PA,47650
42099,Perry PA,54026
42101,Philadelphia PA,56764
42103,Pike PA,57038
42105,Potter PA,48379
42107,Schuylkill PA,48634
42109,Snyder PA,51750
42111,Somerset PA,47622
42113,Sullivan PA,56066
42115,Susquehanna PA,58898
42117,Tioga PA,45977
42119,Union PA,51089
42121,Venango PA,48663
42123,Warren PA,49117
42125,Washington PA,66276
42127,Wayne PA,53076
42129,Westmoreland PA,59493
42131,Wyoming PA,54361
42133,York PA,57321
36001,Albany NY,73125
36003,Allegany NY,41297
36005,Bronx NY,40691
36007,Broome NY,48826
36009,Cattaraugus NY,45575
36011,Cayuga NY,51714
36013,Chautauqua NY,46279
36015,Chemung NY,51630
36017,Chenango NY,49288
36019,Clinton NY,51133
36021,Columbia NY,69187
36023,Cortland NY,47648
36025,Delaware NY,45900
36027,Dutchess NY,68474
36029,Erie NY,57450
36031,Essex NY,53558
36033,Franklin NY,49239
36035,Fulton NY,50202
36037,Genesee NY,49259
36039,Greene NY,56271
36041,Hamilton NY,54185
36043,Herkimer NY,49344
36045,Jefferson NY,51749
36047,Kings NY,60153
36049,Lewis NY,53952
36051,Livingston NY,50267
36053,Madison NY,55924
36055,Monroe NY,59354
36057,Montgomery NY,46909
36059,Nassau NY,99864
36061,New York NY,186848
36063,Niagara NY,51747
36065,Oneida NY,51637
36067,Onondaga NY,60414
36069,Ontario NY,61885
36071,Orange NY,58136
36073,Orleans NY,45392
36075,Oswego NY,47279
36077,Otsego NY,49618
36079,Putnam NY,80309
36081,Queens NY,54261
36083,Rensselaer NY,55976
36085,Richmond NY,62469
36087,Rockland NY,67860
36091,Saratoga NY,74991
36093,Schenectady NY,57198
36095,Schoharie NY,49517
36097,Schuyler NY,48843
36099,Seneca NY,46607
36089,St. Lawrence NY,44328
36101,Steuben NY,54247
36103,Suffolk NY,84201
36105,Sullivan NY,54451
36107,Tioga NY,50825
36109,Tompkins NY,51169
36111,Ulster NY,62270
36113,Warren NY,60743
36115,Washington NY,47673
36117,Wayne NY,53837
36119,Westchester NY,124029
36121,Wyoming NY,50254
36123,Yates NY,49358
39001,Adams OH,43431
39003,Allen OH,50195
39005,Ashland OH,47118
39007,Ashtabula OH,46316
39009,Athens OH,41866
39011,Auglaize OH,55857
39013,Belmont OH,46658
39015,Brown OH,45846
39017,Butler OH,55897
39019,Carroll OH,47394
39021,Champaign OH,48873
39023,Clark OH,47151
39025,Clermont OH,62495
39027,Clinton OH,49985
39029,Columbiana OH,45189
39031,Coshocton OH,42239
39033,Crawford OH,46572
39035,Cuyahoga OH,63448
39037,Darke OH,52673
39039,Defiance OH,47310
39041,Delaware OH,88871
39043,Erie OH,58855
39045,Fairfield OH,55015
39047,Fayette OH,47012
39049,Franklin OH,59473
39051,Fulton OH,52808
39053,Gallia OH,46079
39055,Geauga OH,83249
39057,Greene OH,61013
39059,Guernsey OH,47686
39061,Hamilton OH,71767
39063,Hancock OH,56761
39065,Hardin OH,39938
39067,Harrison OH,46168
39069,Henry OH,52388
39071,Highland OH,44035
39073,Hocking OH,45472
39075,Holmes OH,56133
39077,Huron OH,47635
39079,Jackson OH,41084
39081,Jefferson OH,45490
39083,Knox OH,51107
39085,Lake OH,59749
39087,Lawrence OH,47449
39089,Licking OH,55665
39091,Logan OH,48607
39093,Lorain OH,55441
39095,Lucas OH,53428
39097,Madison OH,52295
39099,Mahoning OH,51765
39101,Marion OH,42382
39103,Medina OH,65702
39105,Meigs OH,42061
39107,Mercer OH,61832
39109,Miami OH,56078
39111,Monroe OH,42173
39113,Montgomery OH,55114
39115,Morgan OH,43106
39117,Morrow OH,47698
39119,Muskingum OH,49192
39121,Noble OH,31123
39123,Ottawa OH,62480
39125,Paulding OH,48624
39127,Perry OH,45943
39129,Pickaway OH,50895
39131,Pike OH,46346
39133,Portage OH,53419
39135,Preble OH,48644
39137,Putnam OH,59510
39139,Richland OH,44998
39141,Ross OH,44711
39143,Sandusky OH,48557
39145,Scioto OH,46319
39147,Seneca OH,47563
39149,Shelby OH,51955
39151,Stark OH,53588
39153,Summit OH,62207
39155,Trumbull OH,45564
39157,Tuscarawas OH,51879
39159,Union OH,69498
39161,Van Wert OH,49563
39163,Vinton OH,40536
39165,Warren OH,73592
39167,Washington OH,51016
39169,Wayne OH,53174
39171,Williams OH,48999
39173,Wood OH,56011
39175,Wyandot OH,55488
33001,Belknap NH,73072
33003,Carroll NH,71081
33005,Cheshire NH,62369
33007,Coos NH,52438
33009,Grafton NH,75236
33011,Hillsborough NH,71761
33013,Merrimack NH,68713
33015,Rockingham NH,90689
33017,Strafford NH,62234
33019,Sullivan NH,63965
34001,Atlantic NJ,55918
34003,Bergen NJ,97138
34005,Burlington NJ,70448
34007,Camden NJ,60489
34009,Cape May NJ,71590
34011,Cumberland NJ,46791
34013,Essex NJ,75934
34015,Gloucester NJ,62405
34017,Hudson NJ,72730
34019,Hunterdon NJ,102044
34021,Mercer NJ,79354
34023,Middlesex NJ,70951
34025,Monmouth NJ,94381
34027,Morris NJ,111597
34029,Ocean NJ,59332
34031,Passaic NJ,57067
34033,Salem NJ,54250
34035,Somerset NJ,110753
34037,Sussex NJ,71671
34039,Union NJ,76616
34041,Warren NJ,62921
25001,Barnstable MA,85317
25003,Berkshire MA,64758
25005,Bristol MA,64103
25007,Dukes MA,87621
25009,Essex MA,78205
25011,Franklin MA,62944
25013,Hampden MA,60312
25015,Hampshire MA,59802
25017,Middlesex MA,101729
25019,Nantucket MA,103033
25021,Norfolk MA,109284
25023,Plymouth MA,80062
25025,Suffolk MA,96933
25027,Worcester MA,64829
24001,Allegany MD,46293
24003,Anne Arundel MD,78889
24005,Baltimore MD,67818
24005,Baltimore MD,67818
24009,Calvert MD,70717
24011,Caroline MD,55490
24013,Carroll MD,71235
24015,Cecil MD,56050
24017,Charles MD,62942
24019,Dorchester MD,55772
24021,Frederick MD,72151
24023,Garrett MD,52923
24025,Harford MD,67473
24027,Howard MD,88927
24029,Kent MD,69715
24031,Montgomery MD,93395
24033,Prince George's MD,52756
24035,Queen Anne's MD,79866
24039,Somerset MD,38480
24037,St. Mary's MD,66146
24041,Talbot MD,88449
24043,Washington MD,53382
24045,Wicomico MD,46153
24047,Worcester MD,64486
23001,Androscoggin ME,49055
23003,Aroostook ME,50915
23005,Cumberland ME,78012
23007,Franklin ME,47120
23009,Hancock ME,63357
23011,Kennebec ME,55361
23013,Knox ME,61897
23015,Lincoln ME,61524
23017,Oxford ME,46450
23019,Penobscot ME,51998
23021,Piscataquis ME,49863
23023,Sagadahoc ME,62568
23025,Somerset ME,47306
23027,Waldo ME,54714
23029,Washington ME,49500
23031,York ME,65074
26001,Alcona MI,49420
26003,Alger MI,41171
26005,Allegan MI,54948
26007,Alpena MI,48633
26009,Antrim MI,56234
26011,Arenac MI,46696
26013,Baraga MI,39740
26015,Barry MI,54157
26017,Bay MI,49667
26019,Benzie MI,54784
26021,Berrien MI,60311
26023,Branch MI,43040
26025,Calhoun MI,44904
26027,Cass MI,54937
26029,Charlevoix MI,66669
26031,Cheboygan MI,46687
26033,Chippewa MI,42667
26035,Clare MI,40146
26037,Clinton MI,56814
26039,Crawford MI,41537
26041,Delta MI,44577
26043,Dickinson MI,54831
26045,Eaton MI,50934
26047,Emmet MI,70109
26049,Genesee MI,47564
26051,Gladwin MI,43701
26053,Gogebic MI,47559
26055,Grand Traverse MI,62089
26057,Gratiot MI,43159
26059,Hillsdale MI,41987
26061,Houghton MI,42862
26063,Huron MI,56230
26065,Ingham MI,49577
26067,Ionia MI,40963
26069,Iosco MI,45770
26071,Iron MI,47997
26073,Isabella MI,44825
26075,Jackson MI,46409
26077,Kalamazoo MI,59619
26079,Kalkaska MI,42182
26081,Kent MI,66975
26083,Keweenaw MI,54933
26085,Lake MI,36434
26087,Lapeer MI,50575
26089,Leelanau MI,81805
26091,Lenawee MI,47538
26093,Livingston MI,69299
26095,Luce MI,42206
26097,Mackinac MI,52074
26099,Macomb MI,53817
26101,Manistee MI,45533
26103,Marquette MI,46466
26105,Mason MI,47049
26107,Mecosta MI,42483
26109,Menominee MI,47289
26111,Midland MI,60842
26113,Missaukee MI,43667
26115,Monroe MI,52998
26117,Montcalm MI,40725
26119,Montmorency MI,41440
26121,Muskegon MI,45571
26123,Newaygo MI,44140
26125,Oakland MI,84850
26127,Oceana MI,44970
26129,Ogemaw MI,41120
26131,Ontonagon MI,46661
26133,Osceola MI,44549
26135,Oscoda MI,40566
26137,Otsego MI,48201
26139,Ottawa MI,61018
26141,Presque Isle MI,46239
26143,Roscommon MI,43813
26145,Saginaw MI,47700
26151,Sanilac MI,46189
26153,Schoolcraft MI,44401
26155,Shiawassee MI,47427
26147,St. Clair MI,52557
26149,St. Joseph MI,46935
26157,Tuscola MI,43797
26159,Van Buren MI,49542
26161,Washtenaw MI,71368
26163,Wayne MI,48509
26165,Wexford MI,43862
27001,Aitkin MN,49907
27003,Anoka MN,60371
27005,Becker MN,57505
27007,Beltrami MN,50351
27009,Benton MN,54255
27011,Big Stone MN,70199
27013,Blue Earth MN,52838
27015,Brown MN,62169
27017,Carlton MN,50247
27019,Carver MN,87095
27021,Cass MN,55921
27023,Chippewa MN,56075
27025,Chisago MN,58812
27027,Clay MN,50963
27029,Clearwater MN,53431
27031,Cook MN,56795
27033,Cottonwood MN,63158
27035,Crow Wing MN,52837
27037,Dakota MN,69984
27039,Dodge MN,59029
27041,Douglas MN,62524
27043,Faribault MN,55751
27045,Fillmore MN,55598
27047,Freeborn MN,55377
27049,Goodhue MN,64004
27051,Grant MN,62120
27053,Hennepin MN,89851
27055,Houston MN,60012
27057,Hubbard MN,58593
27059,Isanti MN,52421
27061,Itasca MN,51540
27063,Jackson MN,63573
27065,Kanabec MN,49855
27067,Kandiyohi MN,59505
27069,Kittson MN,70075
27071,Koochiching MN,52953
27073,Lac qui Parle MN,69224
27075,Lake MN,53022
27077,Lake of the Woods MN,59614
27079,Le Sueur MN,60691
27081,Lincoln MN,60496
27083,Lyon MN,60291
27085,McLeod MN,57593
27087,Mahnomen MN,48646
27089,Marshall MN,75929
27091,Martin MN,62814
27093,Meeker MN,54758
27095,Mille Lacs MN,51382
27097,Morrison MN,51545
27099,Mower MN,53835
27101,Murray MN,67739
27103,Nicollet MN,57972
27105,Nobles MN,56111
27107,Norman MN,59759
27109,Olmsted MN,67547
27111,Otter Tail MN,56751
27113,Pennington MN,66187
27115,Pine MN,45189
27117,Pipestone MN,67463
27119,Polk MN,58902
27121,Pope MN,63742
27123,Ramsey MN,65358
27125,Red Lake MN,73275
27127,Redwood MN,74117
27129,Renville MN,64443
27131,Rice MN,53548
27133,Rock MN,61054
27135,Roseau MN,61228
27139,Scott MN,75427
27141,Sherburne MN,57102
27143,Sibley MN,59859
27137,St. Louis MN,56572
27145,Stearns MN,59296
27147,Steele MN,54862
27149,Stevens MN,65210
27151,Swift MN,66769
27153,Todd MN,55702
27155,Traverse MN,85621
27157,Wabasha MN,60826
27159,Wadena MN,46673
27161,Waseca MN,54858
27163,Washington MN,79814
27165,Watonwan MN,57027
27167,Wilkin MN,70544
27169,Winona MN,57508
27171,Wright MN,62559
27173,Yellow Medicine MN,66190
29001,Adair MO,36808
29003,Andrew MO,51102
29005,Atchison MO,55136
29007,Audrain MO,44123
29009,Barry MO,43879
29011,Barton MO,43872
29013,Bates MO,47420
29015,Benton MO,43787
29017,Bollinger MO,45696
29019,Boone MO,55395
29021,Buchanan MO,47415
29023,Butler MO,43455
29025,Caldwell MO,45520
29027,Callaway MO,45695
29029,Camden MO,49961
29031,Cape Girardeau MO,49636
29033,Carroll MO,58797
29035,Carter MO,46372
29037,Cass MO,55712
29039,Cedar MO,36483
29041,Chariton MO,51137
29043,Christian MO,49503
29045,Clark MO,44235
29047,Clay MO,55738
29049,Clinton MO,48009
29051,Cole MO,56258
29053,Cooper MO,50054
29055,Crawford MO,43825
29057,Dade MO,42280
29059,Dallas MO,39460
29061,Daviess MO,36926
29063,DeKalb MO,37167
29065,Dent MO,41129
29067,Douglas MO,36760
29069,Dunklin MO,43916
29071,Franklin MO,53957
29073,Gasconade MO,46910
29075,Gentry MO,49023
29077,Greene MO,51938
29079,Grundy MO,40595
29081,Harrison MO,43446
29083,Henry MO,48899
29085,Hickory MO,39084
29087,Holt MO,60269
29089,Howard MO,47809
29091,Howell MO,40595
29093,Iron MO,41712
29095,Jackson MO,53153
29097,Jasper MO,44028
29099,Jefferson MO,51143
29101,Johnson MO,43156
29103,Knox MO,43232
29105,Laclede MO,43659
29107,Lafayette MO,50109
29109,Lawrence MO,40360
29111,Lewis MO,41383
29113,Lincoln MO,49802
29115,Linn MO,45212
29117,Livingston MO,47712
29119,McDonald MO,37419
29121,Macon MO,50361
29123,Madison MO,40923
29125,Maries MO,40939
29127,Marion MO,48850
29129,Mercer MO,37419
29131,Miller MO,43393
29133,Mississippi MO,42471
29135,Moniteau MO,47605
29137,Monroe MO,47378
29139,Montgomery MO,49676
29141,Morgan MO,47574
29143,New Madrid MO,50951
29145,Newton MO,46705
29147,Nodaway MO,41353
29149,Oregon MO,42614
29151,Osage MO,52883
29153,Ozark MO,39465
29155,Pemiscot MO,46684
29157,Perry MO,49020
29159,Pettis MO,44298
29161,Phelps MO,43954
29163,Pike MO,41389
29165,Platte MO,68510
29167,Polk MO,42224
29169,Pulaski MO,43627
29171,Putnam MO,40728
29173,Ralls MO,47343
29175,Randolph MO,48170
29177,Ray MO,47520
29179,Reynolds MO,40496
29181,Ripley MO,45501
29195,Saline MO,46078
29197,Schuyler MO,40058
29199,Scotland MO,47207
29201,Scott MO,50298
29203,Shannon MO,40142
29205,Shelby MO,49093
29183,St. Charles MO,64563
29185,St. Clair MO,36765
29187,St. Francois MO,42028
29189,St. Louis MO,93405
29189,St. Louis MO,93405
29186,Ste. Genevieve MO,47262
29207,Stoddard MO,47705
29209,Stone MO,46958
29211,Sullivan MO,42918
29213,Taney MO,44933
29215,Texas MO,36058
29217,Vernon MO,42852
29219,Warren MO,51472
29221,Washington MO,37597
29223,Wayne MO,42370
29225,Webster MO,41845
29227,Worth MO,41738
29229,Wright MO,38068
21001,Adair KY,40549
21003,Allen KY,40895
21005,Anderson KY,45566
21007,Ballard KY,49784
21009,Barren KY,42779
21011,Bath KY,37167
21013,Bell KY,39665
21015,Boone KY,58730
21017,Bourbon KY,57191
21019,Boyd KY,45945
21021,Boyle KY,45282
21023,Bracken KY,43677
21025,Breathitt KY,38326
21027,Breckinridge KY,41519
21029,Bullitt KY,51198
21031,Butler KY,43098
21033,Caldwell KY,44661
21035,Calloway KY,43984
21037,Campbell KY,61635
21039,Carlisle KY,53759
21041,Carroll KY,46390
21043,Carter KY,38473
21045,Casey KY,39572
21047,Christian KY,42881
21049,Clark KY,47562
21051,Clay KY,37992
21053,Clinton KY,43607
21055,Crittenden KY,41566
21057,Cumberland KY,49499
21059,Daviess KY,49179
21061,Edmonson KY,39810
21063,Elliott KY,27403
21065,Estill KY,38999
21067,Fayette KY,59641
21069,Fleming KY,40378
21071,Floyd KY,43435
21073,Franklin KY,49471
21075,Fulton KY,41030
21077,Gallatin KY,43018
21079,Garrard KY,43552
21081,Grant KY,45551
21083,Graves KY,50193
21085,Grayson KY,41583
21087,Green KY,40688
21089,Greenup KY,47623
21091,Hancock KY,53953
21093,Hardin KY,52724
21095,Harlan KY,37712
21097,Harrison KY,42585
21099,Hart KY,39663
21101,Henderson KY,48905
21103,Henry KY,49517
21105,Hickman KY,56507
21107,Hopkins KY,46836
21109,Jackson KY,36774
21111,Jefferson KY,64075
21113,Jessamine KY,58177
21115,Johnson KY,39254
21117,Kenton KY,69498
21119,Knott KY,40743
21121,Knox KY,37196
21123,Larue KY,42444
21125,Laurel KY,40398
21127,Lawrence KY,37953
21129,Lee KY,34518
21131,Leslie KY,38900
21133,Letcher KY,39260
21135,Lewis KY,38189
21137,Lincoln KY,40008
21139,Livingston KY,45791
21141,Logan KY,44262
21143,Lyon KY,39712
21145,McCracken KY,58253
21147,McCreary KY,34058
21149,McLean KY,51396
21151,Madison KY,44350
21153,Magoffin KY,41338
21155,Marion KY,43553
21157,Marshall KY,48444
21159,Martin KY,31956
21161,Mason KY,48132
21163,Meade KY,46812
21165,Menifee KY,39714
21167,Mercer KY,44293
21169,Metcalfe KY,36557
21171,Monroe KY,44662
21173,Montgomery KY,42403
21175,Morgan KY,31709
21177,Muhlenberg KY,40189
21179,Nelson KY,53328
21181,Nicholas KY,39341
21183,Ohio KY,40086
21185,Oldham KY,76988
21187,Owen KY,39525
21189,Owsley KY,45178
21191,Pendleton KY,51545
21193,Perry KY,43108
21195,Pike KY,43566
21197,Powell KY,37380
21199,Pulaski KY,46059
21201,Robertson KY,39346
21203,Rockcastle KY,39538
21205,Rowan KY,37407
21207,Russell KY,50836
21209,Scott KY,52623
21211,Shelby KY,56480
21213,Simpson KY,43164
21215,Spencer KY,56264
21217,Taylor KY,39822
21219,Todd KY,47258
21221,Trigg KY,44456
21223,Trimble KY,48335
21225,Union KY,48850
21227,Warren KY,46117
21229,Washington KY,45188
21231,Wayne KY,36768
21233,Webster KY,49417
21235,Whitley KY,42174
21237,Wolfe KY,43814
21239,Woodford KY,62468
17001,Adams IL,56218
17003,Alexander IL,48741
17005,Bond IL,45366
17007,Boone IL,55513
17009,Brown IL,46761
17011,Bureau IL,51583
17013,Calhoun IL,55438
17015,Carroll IL,51788
17017,Cass IL,50030
17019,Champaign IL,54633
17021,Christian IL,49053
17023,Clark IL,51125
17025,Clay IL,49215
17027,Clinton IL,58868
17029,Coles IL,52162
17031,Cook IL,72847
17033,Crawford IL,52188
17035,Cumberland IL,89427
17037,DeKalb IL,51005
17039,De Witt IL,57270
17041,Douglas IL,62992
17043,DuPage IL,88588
17045,Edgar IL,56293
17047,Edwards IL,49808
17049,Effingham IL,62321
17051,Fayette IL,44553
17053,Ford IL,64367
17055,Franklin IL,45261
17057,Fulton IL,47964
17059,Gallatin IL,54579
17061,Greene IL,53359
17063,Grundy IL,60964
17065,Hamilton IL,53404
17067,Hancock IL,56127
17069,Hardin IL,46014
17071,Henderson IL,57521
17073,Henry IL,56099
17075,Iroquois IL,57391
17077,Jackson IL,46270
17079,Jasper IL,56506
17081,Jefferson IL,47153
17083,Jersey IL,52423
17085,Jo Daviess IL,58113
17087,Johnson IL,39362
17089,Kane IL,63889
17091,Kankakee IL,51048
17093,Kendall IL,58683
17095,Knox IL,46991
17097,Lake IL,94022
17099,LaSalle IL,53325
17101,Lawrence IL,39371
17103,Lee IL,52103
17105,Livingston IL,56782
17107,Logan IL,48267
17109,McDonough IL,48091
17111,McHenry IL,65807
17113,McLean IL,58178
17115,Macon IL,56774
17117,Macoupin IL,51047
17119,Madison IL,55991
17121,Marion IL,50032
17123,Marshall IL,56882
17125,Mason IL,56174
17127,Massac IL,44953
17129,Menard IL,57347
17131,Mercer IL,59186
17133,Monroe IL,68762
